73|Literature|"In Dante's Purgatory, from his 'Divine Comedy', which type of sinners could be found within the Cornice called 'Superbia'?"|The Proud|The Envious|The Wrathful|The Slothful|"This makes sense when one considers that 'superbia' is the Latin word for pride!  The Envious could be found in Invidia the Wrathful in Ira and the Slothful in Acedia.  Avaritia is the Cornice for the Covetous while the Gluttonous reside in Gula and the Lustful lust away in Luxuria.  One wonders to which of these Cornices was Dante assigned?" 
74|Literature|"In what famous Bronte novel would you find the dogs Juno, Skulker, and Throttler?"|Wuthering Heights|Jane Eyre|The Tenant of Wildfell Hall|Villette|"This 1847 novel by Emily Bronte was a romance set on the moors of Yorkshire. It was her masterpiece and it happened to be the only novel she wrote!" 
75|People|"There is a Cardinal in the Philippines, known for his resistance to the dictator Marcos and his promotion of democracy with an unusual name...what is it?"|Cardinal Sin|Cardinal Rule|Cardinal Number|Cardinal Ordinal|"Cardinal Sin played a key role in the people's revolution that led to the ouster of the corrupt Marcos during the mid-80s.  Following his high profile resistance in the 1980s Cardinal Sin continued to actively promote democratic ideals and peace...despite his ironic name!" 
76|Literature|The name of Tom Wolfe's hit 1988 book 'Bonfire of the Vanities' was drawn from real life events involving what historical figure?|Savonarola|Jan Huss|John Calvin|Galileo|"Girolamo Savonarola was a monk from Florence who crusaded against the corrupt politics of the ruling Medici family in that city.  In the year 1497 he held a burning of various 'lewd' literature and other related items which included works from Ovid Dante Boccaccio and others.  The following year - 1498 - Pope Alexander VI had Savonarola burned at the stake on the very same spot!" 
77|World|"The term 'hara-kiri' is very commonly used, in a joking manner, by English speakers who want to imply that suicide might be their next option.  Originally from the Japanese, what does 'hara-kiri' literally mean?"|Belly cutting|Heart stopping|Loss of head|Honorable death|"The ritual of 'hara-kiri' was recognized as an honorable way for a Samurai to take his life if the circumstances warranted it.  It was most often the case that a Samurai warrior was ordered by the imperial court or the local Daimyo to take his life by cutting open his abdomen a self-imposed death penalty.  These days in the United States no one will take you seriously if you use this word...it's meant to imply desperation or exasperation but not the literal slicing open of your belly!" 
78|History|Which two great poets were ordered to commit suicide during the reign of the Roman Emperor Nero?|Lucan and Seneca|Catullus and Martial|Horace and Virgil|Ovid and Lucullus|"Seneca was Nero's private tutor while Lucan was the nephew of Seneca.  Both were suspected by Nero of conspiring to have Nero assassinated in a movement to restore the republic." 
79|Sci / Tech|A dose of gibberellins in the proper place will cause which of the following?|Excited growth in young plants|Frenetic and aimless swimming in fish|Immobilization of insects|Sexual excitement in mammals|"Gibberellins are one of five classes of plant growth hormones and are chemically related to terpines.  They particularly work on stem growth and flowering in plants; you can thank them for your asparagus spears!" 
80|Humanities|Here's a useful 'word of the day'.  Which of the following words is a synonym for the term 'abecedarian'?|Beginner|Mathematician|Hermit|Lunatic|"An 'abecedarian' is one who is just learning the basics of the alphabet.  The term comes from the Latin 'abecedarium' which means 'alphabet'.  Not a term that is often used when it is employed in the modern sense it can be a synonym for 'novice' or 'neophyte'." 
81|Humanities|What is the architectural 'Q' term that corresponds with the words 'cornerstone' and/or 'keystone'?|Quoin|Quad|Quarry|Quai|"A 'quoin' (also spelled: coign and coin) is a stone set in the corner of a structure often of different shape and greater size than the rest of the masonry.  The term 'quoin' can also be used to describe the keystone of an arch and a support wedge for another stone." 
82|Geography|"Of the countries in the world whose names begin with the letter 'T', which one is the largest by area?"|Tanzania|Turkey|Thailand|Turkmenistan|"Surprise!  It seems more logical that Turkey would be larger than Tanzania but the figures are by area (sq. miles/sq. kilometers): Tanzania - 364|900/945|087 Turkey - 300|868/779|452 Thailand - 198|062/513|115 and Turkmenistan - 188|400/488|100.  Other smaller 'T' countries include (in order of size): Tunisia Tajikistan Togo Taiwan Trinidad and Tobago Tonga and Tuvalu." 
83|Sci / Tech|"Your pancreas secrets a hormone called insulin that helps to control the level of glucose in your blood stream.  The pancreas also produces another hormone with the opposite effect.  What is this hormone antagonistic to insulin called?"|Glucagon|Glycogen|Glycol|Glyconic acid|"Both insulin and glucagon are produced in a group of cells in the kidneys called the islets of langerhans (named for a German anatomist Paul Langerhans who discovered them.)" 
84|Hobbies|"Balsamic vinegar is one of the most prized, and expensive, vinegars in the world.  What does the term 'vecchio' refer to when describing balsamic vinegar?"|Age|Sweetness|Acidity|Viscosity|"'Vecchio' is the Italian term for 'old' and the older the balsamic vinegar is the typically more prized.  To be given the label 'vecchio' a balsamic vinegar must be aged at least 12 years in an oaken cask.  Aside from balsamic vinegar other popular varieties include: champagne sherry sine rice (in Asia especially) and malt.  Each variety of vinegar lends its own special flavor to whichever meal it is added...the world is a better place thanks to vinegar!" 
85|History|Which Russian monarch is credited for having started the construction and art collection of the St Petersburg museum called the 'Hermitage'?|Catherine the Great|Peter the Great|Michael Romanov|"Ivan IV the Terrible"|"The Winter Palace of Catherine the Great was built in the mid 1760s and housed her enormous art collection which totaled approximately 4|000 paintings at her death.  After the original building was damaged by fire a new one was constructed under the supervision of German architect Leo von Klenze and opened under Czar Nicholas I.  The Hermitage now contains one of the world's most important art collections." 
86|History|"Most of us are familiar with the fact that Johann Gutenberg built the first printing press around 1450 in Mainz Germany.  But who was the financier behind Gutenberg's efforts to build his only significant invention?"|Fust|Fugger|Medici|Grotius|"While Gutenberg provided the intellect and innovation that produced the first printing press the financing for the invention came from Johann Fust.  Later the press came fully into Fust's possession when Gutenberg was unable to profit from his work.  Fust continued to print Bibles and other related works using the printing press while employing his son in law Peter Schaeffer.  If you would like to see original copies of both Gutenberg's Bible and Schaeffer's Psalterium pay a visit to the J. Ritblat Gallery at the British Library in London!" 
87|People|"Which of these famous authors is said to have drunk 50 cups per day of coffee, enough so that caffeine poisoning partially led to his death?"|Balzac|Faulkner|Dostoyevsky|Ibsen|"French novelist Honor� de Balzac who wrote 'La Com�die Humaine' among other works apparently couldn't get enough coffee...he drank it night and day.  Well perhaps he did get enough of it in retrospect...much more than enough!  He seemingly didn't subscribe to the ancient Greek maxim 'nothing in excess'." 
88|Literature|"Which famous playwright hung a picture of his �mortal enemy�, August Strindberg, above his writing desk?"|Henrik Ibsen|Johann Wolfgang von Goethe|Leo Tolstoy|Hans Christian Andersen|"Ibsen was a famed playwright from Norway perhaps best known for his play called 'A Doll's House'.  August Strindberg a playwright from Sweden wrote 'Miss Julie' among other works.  Said Ibsen about Strindberg ""He is my mortal enemy and shall hang there and watch while I write.""  Now that's either pure hate or secret admiration ... or maybe a bit of both!" 
89|History|"The famous archaeologist Henrich Schliemann who discovered the ruins of Troy, located a gold 'death-mask' during his excavation of the Mycenaean civilization.  Which ancient Greek hero did he decide was the wearer of this mask?"|Agamemnon|Odysseus|Achilles|Ajax|"Schliemann a German explorer and archaeologist led expeditions which located Troy and rediscovered the ancient Mycenaean culture in Greece so he could afford to be eccentric.  Of course his claim that the death-mask of Agamemnon an ancient Greek king had been located proved to be false...but let's allow for some frivolity here." 
90|Animals|Which of the following not-so-common 'C' words is the name of a rabbit-sized animal that looks like a deer?|Clematis|Chevrolet|Capriole|Chaparral|"The African or water chevrotain (family Tragulidae) looks like a deer but according to scientific classification it is more closely related to the camel.  It's an herbivore that lives in tropical rainforests.  There is also a Malaysian species of chevrotain." 
91|Humanities|'Xibalba' was the underworld (hell) in the myth system of which of the following ancient people?|Mayan|Chaldean|Aztec|Hittite|"Xibalba was ruled over by the Mayan Jaguar God a ferocious creature of the darkness who also happened to be the symbol of power and fertility!" 
92|World|"The Greek term for the Jewish dispersion from the holy land is 'diaspora', but what is the Hebrew term which means 'exile'?"|Galut|Bedikah|Mishna|Tahor|The first recorded major diaspora of the Jews occurred in 586 BC when the Babylonians conquered the Kingdom of Judah and forced the Jews into slavery.  This was known as the 'Babylonian Exile'.  The most important diaspora occurred in the first century AD when the Romans destroyed the second temple in Jerusalem and forced the Jews to disperse throughout the empire. 
93|Geography|"In ancient times the Romans called this body of water, not far from the Mediterranean, the Propontis.  What is it called today?"|Sea of Marmora|Ionian Sea|Red Sea|Sea of Galilee|"The Sea of Marmora lies between the Dardanelles and the Bosporus and separates the Black Sea from the Aegean.  Hence it has been a significant waterway for over 3|000 years!" 
94|Religion|"This word refers to the warrior class of the Hindu religion, and also the nobleman or warrior-hero of Indonesian theater.  Which word fits this bill?"|Ksatriya|Brahman|Harijan|Sudra|"The Ksatriya class has traditionally been one of the two most powerful castes of the Hindu socio-religious system and this term infiltrated the Indonesian world along with the Hindu religion and culture during the first millennium AD.  Now only the island of Bali remains primarily Hindu amongst the various Indonesian islands." 
95|History|"The Meiji Period of Japanese history, which lasted from 1867-1912, involved one of the greatest socio-political transformations in world history.  What is the Japanese term used to describe the elder statesman who controlled policy during this period?"|Genro|Tenno|Keiretsu|Shijo|"Old oligarchs such as Ito Hirobumi and Aritomo Yamagata pulled the strings behind the scenes leaving the Meiji Emperor as a symbolic figurehead for the Japanese people.  The success of the Meiji period reforms allowed Japan to become a 'first world' nation within several decades but alas the militarists grabbed control of the national polity and drove Japan towards its disastrous World War II defeat." 
96|Sci / Tech|"Which chemical element was once called Columbium, and still alternatively so by some diehards?"|Niobium|Actinium|Fermium|Molybdenum|"Niobium was discovered in 1801 by Charles Hatchett who named it Columbium after the European 'discoverer' of the New World.  The element was alternatively named Niobium after the daughter of Tantalus of Greek myth when it was thought to be a different element from the one Hatchett had identified.  After some 100 years of controversy the name Niobium was officially adopted by the International Union of Pure and Applied Chemistry though grudgingly by many chemists.  There are still some holdouts for the name Columbium stubborn scientists to the end." 
97|History|"The Julian calendar, containing leap years and 365 days, was the work of Julius Caesar and a number of his advisers.  Which Alexandrian mathematician was his chief advisor on the calendar?"|Sosigenes|Eratasthenes|Manaechmus|Callipedes|"The Julian calendar was introduced in 45 B.C. the year before Caesar's death and to commemorate this the seventh month was renamed Julius. The eighth month was later renamed 'Augustus' for Caesar's successor and the first emperor of Rome." 
98|Geography|"A formerly independent political unit, Tibet is now held within the political boundaries of China.  Which of the following is the name for a former Tibetan kingdom that is now part of Nepal?"|Mustang|Yunnan|Sikkim|Tungus|"The name Mustang comes from the Tibetan word Monthang meaning 'Plain of Aspiration'.  It is not related in any way to the horse named mustang; that word is of Spanish origin.  In the kingdom of Mustang ancient Tibetan cultural practices are still observed." 
99|Literature|The wonderful tales of 'The Arabian Nights' have been entertaining young people for a couple of centuries now in the West.  Who was the first European translator of 'The Arabian Nights'?|Antoine Galland|Richard Burton|T. H. Lawrence|Arthur Waley|"Galland's version of these tales was rather different than what he had discovered in Arabic: he made a number of embellishments and in fact greatly added to the tales.  His first edition came out in 1704 in French and soon gained widespread popularity.  Ironically 'The Arabian Nights' (also called: The 1001 Nights) was a relatively obscure set of stories in the Arab world and was certainly not considered 'great literature'.  In fact these tales were originally translated into Arabic from the Persian so they are practically not Arabian at all!" 
100|Sci / Tech|"Adumbrating the advent of the study of photosynthesis, which of these scientists discovered that plants absorb carbon dioxide and release oxygen when exposed to sunlight?"|Jan Ingenhousz|Matthias Schleiden|Theodor Schwann|Antoine Lavosier|"Ingenhousz was a Dutch scientist who lived from 1730 to 1799.  In 1779 he published his 'Experiments upon Vegetables Discovering their Great Power of Purifying the Common Air in the Sunshine and of Injuring it in the Shade and at Night' (have to love that title!) which detailed his experimentation.  His very significant discoveries established the idea of an economy of balance among the world of living things and laid the groundwork for the future study of photosynthesis." 
